,Submission ID,Respondent ID,Submitted at,What is your age?,What is your ZIP code?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Marital Status,Household Income,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
858,epb70o,g9zz0m,10/21/23 18:07,35-44 years old,21211,2,"at home, at a cafe",,,,,,"pour over, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat strong,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee d,coffee a,i do a mix of both,$80-$100,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,$10-$15,$8-$10,no,$500-$1000,yes,male,no answer,married,"$50,000 - $74,999",master's degree,white/caucasian,no answer,employed full-time,none,democrat
859,kyrbjd,4kovoa,10/21/23 18:07,25-34 years old,98802,2,at the office,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,medium,light,full caffeine,,,,,"milk mouthfeel, buttery, light, milk chocolate creaminess",,,,"medium body, less bitter as time goes on, fruit - can’t place it",,,,"dark but interesting, heavy mouthfeel, oily",,,,"fruity, acid, delicious, bright, fruit bunches",coffee a,coffee d,coffee d,i primarily work from home,$40-$60,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,$8-$10,$8-$10,yes,"more than $1,000",yes,male,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
860,j2kv2d,19rv9l,10/21/23 18:07,25-34 years old,2130,1,at home,,,,,,"pour over, instant coffee, cold brew, other",,,,,,,,,,,drip-o-lator,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cortado,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,nutty,very strong,medium,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee c,coffee d,coffee c,i primarily work from home,$20-$40,"it tastes good, i need the caffeine, it makes me go to the bathroom, i need the ritual",,,,,,no answer,yes,yes,$8-$10,more than $20,no,$100-$300,yes,male,no answer,married,"$150,000 or more",bachelor's degree,other (please specify),ashkenazim,employed full-time,1,democrat
861,oabmdk,joodjk,10/21/23 18:08,35-44 years old,21202,2,"at the office, at home, at a cafe, on the go",,,,,,"pour over, french press, instant coffee",,,,,,,,,,,no answer,"specialty coffee shop, national chain (e.g. starbucks, dunkin)",,,,,,,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,"apple, vine berry",,,,a red mess,,,,black current,,,,"apple, lemmon",coffee b,coffee d,coffee d,i primarily work from home,$60-$80,"i need the caffeine, it tastes good",,,,,,no answer,yes,yes,$10-$15,more than $20,yes,$50-$100,yes,male,no answer,living with a partner,"$150,000 or more",some college or associate's degree,white/caucasian,no answer,unemployed,none,democrat
862,ldmlvz,qrzwwg,10/21/23 18:08,25-34 years old,6880,less than 1,at home,,,,,,espresso,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cappuccino,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,medium,full caffeine,,,,,"rubber when hot, heavy texture, fruit? dark fruity chocolate 

when james said black currant after the reveal, i felt like i could clearly taste it ",,,,ashy? ,,,,maple/pecan? thin? ,,,,"blueberries when hot, burnt? apple cider that's starting to go off, lemon rind 


below i noted this as my favorite, but after james revealed tasting notes, somehow coffee a started to taste better? or maybe a is better cold and a hot. i still recorded my original scores though ",coffee a,coffee d,coffee d,i primarily work from home,$20-$40,"other, it tastes good",,,,,,it fascinates me ,yes,yes,$2-$4,$15-$20,yes,$500-$1000,yes,male,no answer,single,no answer,no answer,white/caucasian,no answer,no answer,no answer,no answer
863,0ejrv0,ex6dp2,10/21/23 18:08,18-24 years old,10583,1,"at home, at the office, on the go",,,,,,"pour over, french press, cold brew",,,,,,,,,,,no answer,"national chain (e.g. starbucks, dunkin)",,,,,,,no answer,cold brew,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,medium,dark,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee b,coffee a,coffee b,no answer,no answer,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,no answer,no answer,no answer,no answer,no answer,male,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
864,vz1ozv,o2zdgm,10/21/23 18:08,>65 years old,4107,2,at home,,,,,,"french press, pour over",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,other,french press strong black,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bold,very strong,dark,half caff,,,,,"i seem to have got bitterness and acidity reversed. so my grades on those scores are actually meaningless. or you could simply reverse them. this one seemed high, thin, flat, lowest choice.",,,,"broad, mellow to bland, but also rich round balanced",,,no answer,round deep throaty. liked it very much,,,,"again, i seem to have reversed bitterness and acidity in my tasting, so consider those results to be backwards. this coffee is sharp and distinctive, but the distincitve taste is one i do not like very much. so it is ranked number 3. maybe i’d like it after having it for a while; tastes do change.",coffee c,coffee d,coffee c,i primarily work in person,<$20,it tastes good,,,,,,no answer,yes,no,$6-$8,$2-$4,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
865,5dqplm,royl6x,10/21/23 18:08,25-34 years old,81123,2,at home,,,,,,"pour over, french press, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,"no - just black, milk, dairy alternative, or coffee creamer",,,,,,no answer,"whole milk, oat milk",,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,medium,light,full caffeine,,,,,"bright lemon, fruity, caramel",,,,"lots of caramel, almond, powdered chocolate",,,,"butter, citrus, earthy, almost savory/meaty. did not care for this one as much with how buttery it came across",,,,"red berries, stonefruits, bright, wine, chocolate",coffee a,coffee d,coffee d,i primarily work from home,$20-$40,it tastes good,,,,,,no answer,yes,yes,$4-$6,$4-$6,no,$500-$1000,yes,male,no answer,living with a partner,"$50,000 - $74,999",bachelor's degree,white/caucasian,no answer,employed part-time,none,no affiliation
866,ldmlxg,xjzype,10/21/23 18:08,25-34 years old,94110,2,"at the office, at home, at a cafe, on the go",,,,,,pour over,,,,,,,,,,,no answer,specialty coffee shop,,,,,,,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bright,somewhat strong,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee d,coffee d,i primarily work in person,$80-$100,it tastes good,,,,,,no answer,yes,yes,more than $20,more than $20,yes,$50-$100,yes,male,no answer,single,"$75,000 - $99,999",master's degree,asian/pacific islander,no answer,employed full-time,none,democrat
867,rzbyzp,pzryop,10/21/23 18:08,35-44 years old,90210,2,at home,,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,"fruity, citrus, acid, light",,,,no answer,,,,no answer,,,,no answer,coffee c,coffee d,coffee d,i primarily work from home,$40-$60,"it tastes good, i need the caffeine, i need the ritual, it makes me go to the bathroom",,,,,,no answer,yes,yes,$6-$8,$8-$10,yes,$500-$1000,yes,male,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
868,42nvvb,vpzln4,10/21/23 18:08,25-34 years old,94110,less than 1,"at the office, at a cafe",,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cappuccino,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,sweet,somewhat light,light,decaf,,,,,"started bland, became fruitier as time passed",,,,caramel,,,,nutty,,,,complex and fruity. fun to drink.,coffee a,coffee d,coffee d,i do a mix of both,<$20,"it tastes good, i need the caffeine, it makes me go to the bathroom",,,,,,no answer,yes,no,$8-$10,$8-$10,yes,less than $20,no,female,no answer,living with a partner,"$150,000 or more",bachelor's degree,asian/pacific islander,no answer,employed full-time,none,no affiliation
869,grbaqo,0ekvjb,10/21/23 18:08,25-34 years old,46201,3,"on the go, at home, at the office, at a cafe",,,,,,"pour over, french press, espresso, bean-to-cup machine",,,,,,,,,,,no answer,"local cafe, specialty coffee shop",,,,,,,no answer,cortado,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat strong,light,full caffeine,,,,,"plum, hazelnut",,,,"milk chocolate, almond",,,,no answer,,,,"fermented, blueberries, pear, sweet",coffee b,coffee d,coffee d,i primarily work in person,>$100,it tastes good,,,,,,no answer,yes,yes,$15-$20,$15-$20,yes,$300-$500,yes,male,no answer,married,"$50,000 - $74,999",some college or associate's degree,white/caucasian,no answer,employed full-time,none,democrat
870,bgbwj4,royld2,10/21/23 18:09,25-34 years old,10282,less than 1,"at the office, at a cafe",,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cappuccino,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,oat milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bold,somewhat strong,dark,full caffeine,,,,,"fruity, cranberry, floral",,,,"roasted caramel, almonds",,,,"cherry, fennel",,,,"chocolate, wine, pine",coffee b,coffee d,coffee a,i do a mix of both,$80-$100,"it tastes good, it makes me go to the bathroom, other",,,,,,culturally interesting and makes great conversation,yes,yes,$8-$10,$10-$15,no,"more than $1,000",yes,female,no answer,single,"$150,000 or more",bachelor's degree,asian/pacific islander,no answer,employed full-time,none,independent
871,bgbwb7,xjzyae,10/21/23 18:09,18-24 years old,15217,1,at home,,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,half and half,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,medium,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee a,coffee a,i do a mix of both,$20-$40,"i need the caffeine, it tastes good",,,,,,no answer,yes,no,$6-$8,$10-$15,yes,$50-$100,yes,male,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
872,ylq5o6,974ve5,10/21/23 18:09,25-34 years old,98122,3,"at home, at a cafe, at the office",,,,,,"pour over, espresso, bean-to-cup machine, coffee extract (e.g. cometeer)",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cortado,no answer,"milk, dairy alternative, or coffee creamer, no - just black",,,,,,no answer,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee d,coffee d,i primarily work in person,$20-$40,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$10-$15,$15-$20,yes,"more than $1,000",yes,male,no answer,single,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
873,j2kvlj,grbdzo,10/21/23 18:09,35-44 years old,32819,3,at home,,,,,,espresso,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cappuccino,no answer,"no - just black, milk, dairy alternative, or coffee creamer",,,,,,no answer,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,nutty,very strong,medium,full caffeine,,,,,"light, clean",,,,"bitter, stock taste",,,,"full, balanced ",,,,acidic ,coffee c,coffee a,coffee c,i primarily work from home,>$100,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,more than $20,more than $20,yes,"more than $1,000",yes,male,no answer,married,"$150,000 or more",master's degree,white/caucasian,no answer,employed full-time,1,democrat
874,42nvjb,x4qyde,10/21/23 18:09,45-54 years old,90245,1,at home,,,,,,espresso,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,"milk, dairy alternative, or coffee creamer, other",,,,,,collagen,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,somewhat strong,dark,full caffeine,,,,,"sour, which increased as the coffee cooled. ",,,,"mellow, preferred over any others.  chocolate",,,,most interesting. prefer blends apparently ,,,,"too fruity. reminded me of flavored coffee, which i dislike ",coffee b,coffee d,coffee b,i primarily work from home,$20-$40,i need the ritual,,,,,,no answer,yes,yes,$6-$8,$8-$10,yes,$500-$1000,yes,female,no answer,married,no answer,bachelor's degree,white/caucasian,no answer,homemaker,2,no answer
875,bl4q2e,w8qype,10/21/23 18:09,45-54 years old,10980,1,at home,,,,,,"coffee brewing machine (e.g. mr. coffee), cold brew",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,regular drip coffee,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bright,medium,light,full caffeine,,,,,"raisin, slightly apple with light cinnamon, asparagus notes as it cooled",,,,"flat, cereal, slight vegetal notes, then tobacco as it cooled",,,,"thick texture, whole grain bread, earthy",,,,"blueberries, light texture",coffee a,coffee d,coffee d,i primarily work in person,$20-$40,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$4-$6,$4-$6,no,$300-$500,yes,male,no answer,married,"$150,000 or more",master's degree,white/caucasian,no answer,employed full-time,1,democrat
876,5dqpev,a2zedx,10/21/23 18:10,25-34 years old,92123,1,"at home, at a cafe",,,,,,"pour over, pod/capsule machine (e.g. keurig/nespresso), cold brew",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cappuccino,no answer,"no - just black, milk, dairy alternative, or coffee creamer",,,,,,no answer,oat milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,somewhat strong,italian,decaf,,,,,bold cocoa,,,,woody nutty,,,,"leather honey
plain
boring",,,,"berry
citrus",coffee b,coffee d,coffee b,i primarily work from home,$20-$40,it tastes good,,,,,,no answer,yes,yes,$8-$10,$8-$10,yes,$300-$500,no,male,no answer,living with a partner,"$100,000 - $149,999",master's degree,white/caucasian,no answer,employed full-time,none,no affiliation
877,6dqevo,8zr8dr,10/21/23 18:10,25-34 years old,55105,3,at home,,,,,,other,,,,,,,,,,,aeropress ,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,other,aeropress - high concentration brew ,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,very strong,light,full caffeine,,,,,"apple, honey sweetness at lower temp, tart acidity",,,,brown flavors and fairly simple ,,,,"peach black tea, fine but nothing to write home about ",,,,"great sweetness, tangy when cooled, blueberry, balanced acidity.",coffee a,coffee d,coffee d,i primarily work from home,$40-$60,it tastes good,,,,,,no answer,yes,yes,$8-$10,$10-$15,no,$100-$300,yes,male,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,2,no affiliation
878,jb9alr,eaz2bq,10/21/23 18:10,18-24 years old,73072,2,"at home, at the office, at a cafe, on the go",,,,,,"coffee brewing machine (e.g. mr. coffee), other",,,,,,,,,,,aeropress,"local cafe, specialty coffee shop",,,,,,,no answer,latte,no answer,"milk, dairy alternative, or coffee creamer, sugar or sweetener",,,,,,no answer,"whole milk, half and half, oat milk, almond milk",,,,,,,,,,"honey, brown sugar",,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,somewhat strong,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee a,coffee a,i do a mix of both,$40-$60,"it tastes good, i need the ritual, i need the caffeine",,,,,,no answer,yes,yes,$6-$8,$8-$10,yes,$100-$300,yes,female,no answer,married,"$25,000 - $49,999",master's degree,white/caucasian,no answer,student,none,democrat
879,9djjpk,o2zd7o,10/21/23 18:11,45-54 years old,30605,2,at home,,,,,,other,,,,,,,,,,,clever dripper,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,"sugar or sweetener, milk, dairy alternative, or coffee creamer",,,,,,no answer,half and half,,,,,,,,,,"artificial sweeteners (e.g., splenda)",,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,caramalized,medium,medium,half caff,,,,,caramel. also fruity. bright. the more it cools the more i like it and get caramel. ,,,,tobacco. rustic. a little bland. ,,,,tastes the most “coffee-ish”. seems to have more body. ,,,,first sip tasted like rancid fruit. better as it cooled more like red berries and reads more like ethiopian. the way the taste test was set up i figured it was anaerobic before i tasted it. ,coffee c,coffee a,coffee c,i primarily work from home,$40-$60,it tastes good,,,,,,no answer,yes,yes,$4-$6,$4-$6,no,$500-$1000,yes,male,no answer,married,no answer,doctorate or professional degree,white/caucasian,no answer,no answer,no answer,no answer
880,ldmle2,ab9dxy,10/21/23 18:11,25-34 years old,84058,1,at the office,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,latte,no answer,"milk, dairy alternative, or coffee creamer, sugar or sweetener, no - just black",,,,,,no answer,"oat milk, flavored coffee creamer, skim milk",,,,,,,,,,"stevia, artificial sweeteners (e.g., splenda), honey",,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,nutty,somewhat strong,medium,full caffeine,,,,,not liking the acidity. but aroma is amazing. ,,,,nutty after taste. so smooth. ,,,,"like the texture, however the aroma is not strong enough for me. somewhat earthy. ",,,,too fruity and the fruitiness emphasize acidity more than it actually it is. ,coffee b,coffee a,coffee b,i do a mix of both,$20-$40,"i need the caffeine, it tastes good",,,,,,no answer,yes,yes,$8-$10,$8-$10,no,$100-$300,yes,female,no answer,married,"$50,000 - $74,999",bachelor's degree,asian/pacific islander,no answer,student,none,no affiliation
881,xdn54e,d9zjdd,10/21/23 18:11,25-34 years old,10282,1,at the office,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cappuccino,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,oat milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,medium,medium,full caffeine,,,,,started mellow and watery but then went towards sour milk. ,,,,"chocolate, a bit in the burnt side, woody",,,,"chocolatey, mellow, a bit sour?",,,,"blueberry
sour",coffee b,coffee d,coffee b,i primarily work in person,$60-$80,"it tastes good, i need the ritual",,,,,,no answer,yes,no,$10-$15,$8-$10,yes,"more than $1,000",yes,male,no answer,living with a partner,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,no affiliation
882,j2kvv7,vpzl4g,10/21/23 18:11,25-34 years old,94118,1,"at the office, at home, at a cafe",,,,,,"pour over, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cortado,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,whole milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,no answer,light,full caffeine,,,,,"cacao, sesame, toffee",,,,"nutty, molasses",,,,no answer,,,,"earl grey, lime, guava",coffee b,coffee d,coffee c,i do a mix of both,$20-$40,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,$10-$15,$10-$15,no,"more than $1,000",yes,male,no answer,single,"$150,000 or more",bachelor's degree,asian/pacific islander,no answer,unemployed,none,democrat
