,Submission ID,Respondent ID,Submitted at,What is your age?,What is your ZIP code?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Marital Status,Household Income,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
1994,wapwgp,o2zvdo,10/21/23 18:47,25-34 years old,98177,2,"at home, at the office",,,,,,"pour over, french press, other",,,,,,,,,,,aeropress ,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat strong,light,full caffeine,,,,,"caramel, apple",,,,"roasty, campfire",,,,harder to discern the notes,,,,"natural process, vitamin flavor",coffee a,coffee a,coffee a,i do a mix of both,$40-$60,"it tastes good, i need the ritual, i need the caffeine",,,,,,no answer,yes,yes,$8-$10,$8-$10,no,$100-$300,yes,male,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
1995,ebxj8j,vzn1zg,10/21/23 18:47,25-34 years old,98109,1,at home,,,,,,"pour over, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cortado,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bright,somewhat strong,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee d,coffee d,i primarily work from home,$40-$60,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$8-$10,no answer,no,$500-$1000,yes,male,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,independent
1996,42n6ob,xjznvd,10/21/23 18:47,35-44 years old,80020,1,at home,,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,medium,light,full caffeine,,,,,fruity and bright. pink lady apple.,,,,“muddy” or “burned” flavors. chocolate and nutty flavors.,,,,chocolate and nutty notes. more “toasted” flavors. more “full” mouthfeel.,,,,"bright and fruity flavors. notes of sweet fruits/berries. flavor complexity increased as it cooled. this started as 2nd favorite, but it became my favorite as it cooled.",coffee a,coffee d,coffee b,i primarily work from home,$20-$40,"it tastes good, i need the ritual, i need the caffeine",,,,,,no answer,yes,yes,$6-$8,$6-$8,yes,$100-$300,yes,male,no answer,married,"$100,000 - $149,999",doctorate or professional degree,white/caucasian,no answer,employed full-time,1,democrat
1997,wapwkq,6zpo6e,10/21/23 18:47,55-64 years old,80919,2,at home,,,,,,coffee brewing machine (e.g. mr. coffee),,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,mocha,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,"coffee creamer, half and half",,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,medium,medium,full caffeine,,,,,carmel,,,,chocolate,,,,fruitier,,,,fruit,coffee b,coffee a,coffee b,i primarily work from home,<$20,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,no,$4-$6,$4-$6,no,less than $20,yes,female,no answer,married,"$100,000 - $149,999",bachelor's degree,white/caucasian,no answer,homemaker,2,independent
1998,kmbeeg,pzrbeb,10/21/23 18:48,18-24 years old,14620,1,at home,,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,regular drip coffee,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,somewhat strong,light,full caffeine,,,,,"lemons, caramel ",,,,"black tea, pumpkin",,,,"cardamon, earthy spices",,,,"blueberries, lemon",coffee c,coffee d,coffee d,i primarily work from home,$20-$40,it tastes good,,,,,,no answer,yes,yes,$4-$6,$8-$10,yes,$100-$300,yes,male,no answer,single,"$50,000 - $74,999",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
1999,6dqlda,z2ezba,10/21/23 18:48,18-24 years old,60014,less than 1,at a cafe,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,espresso,no answer,sugar or sweetener,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,raw sugar (turbinado),,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,sweet,medium,light,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee b,coffee a,coffee b,i primarily work in person,<$20,it tastes good,,,,,,no answer,yes,no,$8-$10,$6-$8,no,$100-$300,yes,non-binary,no answer,single,no answer,some college or associate's degree,hispanic/latino,no answer,student,none,no affiliation
2000,rlr40n,ex6jy2,10/21/23 18:48,25-34 years old,60607,2,at home,,,,,,"pour over, espresso",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bright,somewhat strong,light,full caffeine,,,,,"juicy grapefruit, sour, some texture, the sourness relaxed as it cooled, hot it tasted like spoiled fruit",,,,"lots of texture, dark chocolate, lower clarity, more chalky/powdery as it cooled",,,,"balanced nugget/caramel, full body, very comfortable/cozy to drink ",,,,"sweet, fruity, pear, light, bright, high clarity",coffee c,coffee d,coffee d,i primarily work in person,$40-$60,"it tastes good, i need the ritual, i need the caffeine, it makes me go to the bathroom",,,,,,no answer,yes,yes,$8-$10,$15-$20,no,$500-$1000,yes,male,no answer,single,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,independent
2001,dvv8qn,6zpqjj,10/21/23 18:48,55-64 years old,8840,1,at the office,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cappuccino,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,"coffee creamer, skim milk",,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bold,medium,medium,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee a,coffee a,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer
2002,wapw6l,2kojjm,10/21/23 18:48,35-44 years old,11218,2,"on the go, at home",,,,,,"pour over, french press, espresso",,,,,,,,,,,no answer,local cafe,,,,,,,no answer,latte,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,oat milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,nutty,somewhat strong,light,full caffeine,,,,,"fine, very bright",,,,bright and more bitter,,,,more balanced... i guess cocoa,,,,no answer,coffee a,coffee a,coffee a,i do a mix of both,$40-$60,"it tastes good, i need the caffeine, i need the ritual, it makes me go to the bathroom",,,,,,no answer,yes,no,$6-$8,$2-$4,no,less than $20,no,female,no answer,married,"$150,000 or more",master's degree,white/caucasian,no answer,employed full-time,none,no affiliation
2003,g5nlbd,jlz9xe,10/21/23 18:49,35-44 years old,98133,2,at home,,,,,,espresso,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,espresso,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,somewhat strong,medium,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee a,coffee d,coffee d,i primarily work from home,$60-$80,it tastes good,,,,,,no answer,yes,yes,$6-$8,$6-$8,no,"more than $1,000",yes,male,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,none,no affiliation
2004,qabzop,x4qblp,10/21/23 18:49,35-44 years old,87111,1,"at the office, at home",,,,,,french press,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,cold brew,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,half and half,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,somewhat strong,medium,full caffeine,,,,,"we had bird rock
this is a nice blend because of the punch it has to it.",,,,"we had the original for this one.
this is a smooth one.",,,,i can taste chocolate in this one. ,,,,"we had gget for this one.
this has a flowery taste to ot. ",coffee c,coffee a,coffee c,i primarily work in person,$40-$60,"it tastes good, i need the caffeine",,,,,,no answer,yes,yes,$8-$10,$10-$15,no,$100-$300,yes,female,no answer,single,"$25,000 - $49,999",bachelor's degree,white/caucasian,no answer,employed part-time,none,democrat
2005,kmbegk,jlz9bj,10/21/23 18:50,25-34 years old,13905,2,at home,,,,,,"pour over, french press",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,very strong,light,full caffeine,,,,,"thin body, sharp acidity, cocoa, caramel ",,,,"hazelnut, cocoa, full body ",,,,"lactose, full body, weird. kinda stinky dairy flavor ",,,,"very fruity, dark cherry, bright acidity ",coffee a,coffee d,coffee d,i primarily work in person,$20-$40,"it tastes good, i need the ritual",,,,,,no answer,yes,yes,$8-$10,$8-$10,yes,$50-$100,yes,male,no answer,single,"$75,000 - $99,999",master's degree,white/caucasian,no answer,employed full-time,none,democrat
2006,vz1eal,eazxqk,10/21/23 18:51,45-54 years old,61604,1,at home,,,,,,other,,,,,,,,,,,immersion,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,iced coffee,no answer,"milk, dairy alternative, or coffee creamer",,,,,,no answer,half and half,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,caramalized,medium,medium,decaf,,,,,harsh,,,,"well-rounded, smooth",,,,weak,,,,"chemical, floral",coffee b,coffee d,coffee b,i primarily work from home,<$20,"i need the ritual, other",,,,,,another beverage option/variety,no,no,$4-$6,$6-$8,yes,$20-$50,yes,male,no answer,single,"under $25,000",some college or associate's degree,white/caucasian,no answer,unemployed,none,independent
2007,yzz62w,pzrb0q,10/21/23 18:52,35-44 years old,90403,1,"on the go, at home",,,,,,"cold brew, french press",,,,,,,,,,,no answer,"national chain (e.g. starbucks, dunkin), local cafe",,,,,,,no answer,latte,no answer,"milk, dairy alternative, or coffee creamer, flavor syrup",,,,,,no answer,oat milk,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,full bodied,somewhat strong,dark,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee b,coffee a,coffee b,i primarily work in person,$20-$40,"it tastes good, i need the caffeine, i need the ritual, it makes me go to the bathroom",,,,,,no answer,yes,no,$8-$10,$8-$10,yes,less than $20,yes,female,no answer,living with a partner,no answer,no answer,no answer,no answer,no answer,no answer,no answer
2008,oab2yg,bwzrj7,10/21/23 18:53,55-64 years old,91006,2,at home,,,,,,coffee brewing machine (e.g. mr. coffee),,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,regular drip coffee,no answer,"milk, dairy alternative, or coffee creamer, sugar or sweetener",,,,,,no answer,whole milk,,,,,,,,,,raw sugar (turbinado),,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,medium,medium,full caffeine,,,,,tomato soup with fish notes,,,,nutty,,,,"nutty, similar to b",,,,fruity,coffee c,coffee d,coffee d,no answer,no answer,"it makes me go to the bathroom, i need the ritual, i need the caffeine",,,,,,no answer,yes,yes,no answer,$2-$4,no answer,$20-$50,yes,female,no answer,married,no answer,bachelor's degree,asian/pacific islander,no answer,homemaker,1,no answer
2009,8dpbbl,xjznqo,10/21/23 18:53,35-44 years old,73130,1,"at home, at a cafe, at the office",,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,pourover,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,juicy,somewhat strong,light,full caffeine,,,,,"less texture. smoother. sweeter? (more acidic?)
very floral as it cools
oddly, can’t place a specific flavor…just flowery/sweet? ",,,,"more like a chocolate chip cookie at the beginning. 
moved more to just chocolate as it cooled. ",,,,"nuttier. this one continues to get nuttier/earthy as it cools. 
my least favorite, but for my wife (a non-coffee drinker that dabbles in occasional flavored latte), it was “the best one”. ",,,,"this was more like apples at first. 
changing to a dark berry. blueberry or a sweeter blackberry as it cooled? ",coffee a,coffee a,coffee a,i primarily work in person,$60-$80,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,yes,$8-$10,$8-$10,yes,"more than $1,000",yes,male,no answer,married,"$100,000 - $149,999",master's degree,white/caucasian,no answer,employed full-time,2,democrat
2010,vz1e6j,2kox4l,10/21/23 18:54,25-34 years old,94043,less than 1,at home,,,,,,"espresso, pour over",,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,other,flat white,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,fruity,medium,light,full caffeine,,,,,"green apple, bright, smells like pumpkin puree",,,,"nuts, not much of a distinct flavor",,,,toast,,,,"blueberry, cherry, fermenty, natural process?",coffee b,coffee d,coffee d,i primarily work from home,$20-$40,it tastes good,,,,,,no answer,yes,yes,$6-$8,more than $20,yes,$500-$1000,yes,non-binary,no answer,living with a partner,"$75,000 - $99,999",bachelor's degree,white/caucasian,no answer,employed full-time,none,democrat
2011,wapwwe,o2zvbv,10/21/23 18:55,35-44 years old,75040,1,on the go,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,drive-thru,,,,,,,no answer,americano,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,bright,somewhat strong,medium,full caffeine,,,,,green apple,,,,dark chocolate ,,,,creamy chocolate ,,,,blackberry and citrus,coffee a,coffee a,coffee a,i do a mix of both,$80-$100,"it tastes good, i need the caffeine, i need the ritual",,,,,,no answer,yes,no,$6-$8,$6-$8,yes,$500-$1000,yes,male,no answer,married,"$150,000 or more",bachelor's degree,white/caucasian,no answer,employed full-time,1,no affiliation
2012,rlr4e2,19r2ew,10/21/23 18:55,35-44 years old,90403,1,at home,,,,,,"espresso, cold brew, other",,,,,,,,,,,aeropress,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,americano,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,somewhat strong,dark,full caffeine,,,,,no answer,,,,no answer,,,,no answer,,,,no answer,coffee b,coffee a,coffee b,i primarily work from home,$20-$40,other,,,,,,"""health benefits""",no,yes,$8-$10,more than $20,yes,"more than $1,000",yes,male,no answer,living with a partner,no answer,bachelor's degree,hispanic/latino,no answer,employed full-time,none,no affiliation
2013,6dqlqy,pdz78y,10/21/23 18:57,25-34 years old,97132,1,at home,,,,,,pour over,,,,,,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,mocha,no answer,no - just black,,,,,,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,chocolatey,somewhat strong,light,full caffeine,,,,,"dark chocolate when hot
baby food when cold",,,,"buttery, nutty",,,,smokey,,,,"so fruity!!
honey",coffee b,coffee a,coffee b,i primarily work from home,$40-$60,"i need the caffeine, i need the ritual, it tastes good",,,,,,no answer,yes,yes,$6-$8,$6-$8,yes,$100-$300,yes,female,no answer,married,"$50,000 - $74,999",bachelor's degree,white/caucasian,no answer,homemaker,none,democrat
